Month,Type,Value,Year,Unit,Month_num
June,South,43.0,2003,Occupancy rate of rooms,6
June,"West, Westfjords and Southwest to 2007",57.0,2003,Occupancy rate of rooms,6
June,Total,51.2,2003,Occupancy rate of beds,6
June,East,55.8,2003,Occupancy rate of beds,6
June,Capital region,58.9,2003,Occupancy rate of beds,6
June,North,42.9,2003,Occupancy rate of beds,6
June,South,37.9,2003,Occupancy rate of beds,6
June,"West, Westfjords and Southwest to 2007",46.7,2003,Occupancy rate of beds,6
July,Total,72.2,2003,Occupancy rate of rooms,7
July,East,81.5,2003,Occupancy rate of rooms,7
July,Capital region,74.2,2003,Occupancy rate of rooms,7
July,North,77.8,2003,Occupancy rate of rooms,7
July,South,64.7,2003,Occupancy rate of rooms,7
July,"West, Westfjords and Southwest to 2007",67.6,2003,Occupancy rate of rooms,7
July,Total,61.5,2003,Occupancy rate of beds,7
July,East,68.9,2003,Occupancy rate of beds,7
July,Capital region,61.6,2003,Occupancy rate of beds,7
July,North,71.5,2003,Occupancy rate of beds,7
July,South,56.1,2003,Occupancy rate of beds,7
July,"West, Westfjords and Southwest to 2007",58.7,2003,Occupancy rate of beds,7
August,Total,77.5,2003,Occupancy rate of rooms,8
August,East,82.8,2003,Occupancy rate of rooms,8
August,Capital region,85.9,2003,Occupancy rate of rooms,8
August,North,74.3,2003,Occupancy rate of rooms,8
August,South,62.9,2003,Occupancy rate of rooms,8
August,"West, Westfjords and Southwest to 2007",62.9,2003,Occupancy rate of rooms,8
August,Total,64.5,2003,Occupancy rate of beds,8
August,East,68.3,2003,Occupancy rate of beds,8
August,Capital region,68.8,2003,Occupancy rate of beds,8
August,North,66.1,2003,Occupancy rate of beds,8
August,South,56.9,2003,Occupancy rate of beds,8
August,"West, Westfjords and Southwest to 2007",54.4,2003,Occupancy rate of beds,8
September,Total,51.9,2003,Occupancy rate of rooms,9
September,East,60.8,2003,Occupancy rate of rooms,9
September,Capital region,61.2,2003,Occupancy rate of rooms,9
September,North,42.9,2003,Occupancy rate of rooms,9
September,South,33.2,2003,Occupancy rate of rooms,9
September,"West, Westfjords and Southwest to 2007",42.2,2003,Occupancy rate of rooms,9
September,Total,39.8,2003,Occupancy rate of beds,9
September,East,44.9,2003,Occupancy rate of beds,9
September,Capital region,45.2,2003,Occupancy rate of beds,9
September,North,35.1,2003,Occupancy rate of beds,9
September,South,29.7,2003,Occupancy rate of beds,9
September,"West, Westfjords and Southwest to 2007",32.2,2003,Occupancy rate of beds,9
October,Total,48.1,2003,Occupancy rate of rooms,10
October,East,44.2,2003,Occupancy rate of rooms,10
October,Capital region,60.2,2003,Occupancy rate of rooms,10
October,North,32.0,2003,Occupancy rate of rooms,10
October,South,27.1,2003,Occupancy rate of rooms,10
October,"West, Westfjords and Southwest to 2007",36.4,2003,Occupancy rate of rooms,10
October,Total,39.4,2003,Occupancy rate of beds,10
October,East,26.5,2003,Occupancy rate of beds,10
October,Capital region,49.6,2003,Occupancy rate of beds,10
October,North,23.4,2003,Occupancy rate of beds,10
October,South,25.8,2003,Occupancy rate of beds,10
October,"West, Westfjords and Southwest to 2007",28.8,2003,Occupancy rate of beds,10
November,Total,33.1,2003,Occupancy rate of rooms,11
November,East,43.1,2003,Occupancy rate of rooms,11
November,Capital region,43.8,2003,Occupancy rate of rooms,11
November,North,15.3,2003,Occupancy rate of rooms,11
November,South,12.5,2003,Occupancy rate of rooms,11
November,"West, Westfjords and Southwest to 2007",25.7,2003,Occupancy rate of rooms,11
November,Total,26.7,2003,Occupancy rate of beds,11
November,East,24.5,2003,Occupancy rate of beds,11
November,Capital region,35.6,2003,Occupancy rate of beds,11
November,North,11.2,2003,Occupancy rate of beds,11
November,South,12.3,2003,Occupancy rate of beds,11
November,"West, Westfjords and Southwest to 2007",19.6,2003,Occupancy rate of beds,11
December,Total,22.1,2003,Occupancy rate of rooms,12
December,East,28.3,2003,Occupancy rate of rooms,12
December,Capital region,31.2,2003,Occupancy rate of rooms,12
December,North,6.8,2003,Occupancy rate of rooms,12
December,South,5.6,2003,Occupancy rate of rooms,12
December,"West, Westfjords and Southwest to 2007",14.5,2003,Occupancy rate of rooms,12
December,Total,18.1,2003,Occupancy rate of beds,12
December,East,15.6,2003,Occupancy rate of beds,12
December,Capital region,26.4,2003,Occupancy rate of beds,12
December,North,4.7,2003,Occupancy rate of beds,12
December,South,4.6,2003,Occupancy rate of beds,12
December,"West, Westfjords and Southwest to 2007",10.7,2003,Occupancy rate of beds,12
January,Total,22.2,2004,Occupancy rate of rooms,1
January,East,34.6,2004,Occupancy rate of rooms,1
January,Capital region,28.2,2004,Occupancy rate of rooms,1
January,North,6.5,2004,Occupancy rate of rooms,1
January,South,11.7,2004,Occupancy rate of rooms,1
January,"West, Westfjords and Southwest to 2007",19.1,2004,Occupancy rate of rooms,1
January,Total,16.5,2004,Occupancy rate of beds,1
January,East,19.8,2004,Occupancy rate of beds,1
January,Capital region,21.7,2004,Occupancy rate of beds,1
January,North,4.5,2004,Occupancy rate of beds,1
January,South,8.0,2004,Occupancy rate of beds,1
January,"West, Westfjords and Southwest to 2007",13.7,2004,Occupancy rate of beds,1
February,Total,35.4,2004,Occupancy rate of rooms,2
February,East,45.5,2004,Occupancy rate of rooms,2
February,Capital region,43.4,2004,Occupancy rate of rooms,2
February,North,13.5,2004,Occupancy rate of rooms,2
February,South,26.0,2004,Occupancy rate of rooms,2
February,"West, Westfjords and Southwest to 2007",26.3,2004,Occupancy rate of rooms,2
February,Total,29.4,2004,Occupancy rate of beds,2
February,East,24.8,2004,Occupancy rate of beds,2
February,Capital region,37.8,2004,Occupancy rate of beds,2
February,North,10.8,2004,Occupancy rate of beds,2
February,South,19.5,2004,Occupancy rate of beds,2
February,"West, Westfjords and Southwest to 2007",18.9,2004,Occupancy rate of beds,2
March,Total,42.3,2004,Occupancy rate of rooms,3
March,East,31.9,2004,Occupancy rate of rooms,3
March,Capital region,55.1,2004,Occupancy rate of rooms,3
March,North,18.5,2004,Occupancy rate of rooms,3
March,South,28.9,2004,Occupancy rate of rooms,3
March,"West, Westfjords and Southwest to 2007",22.6,2004,Occupancy rate of rooms,3
March,Total,33.7,2004,Occupancy rate of beds,3
March,East,18.9,2004,Occupancy rate of beds,3
March,Capital region,44.0,2004,Occupancy rate of beds,3
March,North,14.9,2004,Occupancy rate of beds,3
March,South,24.5,2004,Occupancy rate of beds,3
March,"West, Westfjords and Southwest to 2007",16.4,2004,Occupancy rate of beds,3
April,Total,43.4,2004,Occupancy rate of rooms,4
April,East,28.4,2004,Occupancy rate of rooms,4
April,Capital region,55.7,2004,Occupancy rate of rooms,4
April,North,22.1,2004,Occupancy rate of rooms,4
April,South,23.9,2004,Occupancy rate of rooms,4
April,"West, Westfjords and Southwest to 2007",35.4,2004,Occupancy rate of rooms,4
April,Total,36.2,2004,Occupancy rate of beds,4
April,East,17.6,2004,Occupancy rate of beds,4
April,Capital region,47.1,2004,Occupancy rate of beds,4
April,North,18.8,2004,Occupancy rate of beds,4
April,South,20.8,2004,Occupancy rate of beds,4
April,"West, Westfjords and Southwest to 2007",26.7,2004,Occupancy rate of beds,4
May,Total,49.0,2004,Occupancy rate of rooms,5
May,East,49.1,2004,Occupancy rate of rooms,5
May,Capital region,60.3,2004,Occupancy rate of rooms,5
May,North,31.5,2004,Occupancy rate of rooms,5
May,South,30.7,2004,Occupancy rate of rooms,5
May,"West, Westfjords and Southwest to 2007",41.7,2004,Occupancy rate of rooms,5
May,Total,39.0,2004,Occupancy rate of beds,5
May,East,35.4,2004,Occupancy rate of beds,5
May,Capital region,46.8,2004,Occupancy rate of beds,5
May,North,26.4,2004,Occupancy rate of beds,5
May,South,28.0,2004,Occupancy rate of beds,5
May,"West, Westfjords and Southwest to 2007",32.7,2004,Occupancy rate of beds,5
June,Total,65.2,2004,Occupancy rate of rooms,6
June,East,55.3,2004,Occupancy rate of rooms,6
June,Capital region,75.8,2004,Occupancy rate of rooms,6
June,North,57.7,2004,Occupancy rate of rooms,6
June,South,45.7,2004,Occupancy rate of rooms,6
June,"West, Westfjords and Southwest to 2007",53.1,2004,Occupancy rate of rooms,6
June,Total,53.9,2004,Occupancy rate of beds,6
June,East,40.9,2004,Occupancy rate of beds,6
June,Capital region,59.1,2004,Occupancy rate of beds,6
June,North,50.7,2004,Occupancy rate of beds,6
June,South,45.1,2004,Occupancy rate of beds,6
June,"West, Westfjords and Southwest to 2007",47.9,2004,Occupancy rate of beds,6
July,Total,78.2,2004,Occupancy rate of rooms,7
July,East,80.4,2004,Occupancy rate of rooms,7
July,Capital region,81.4,2004,Occupancy rate of rooms,7
July,North,81.7,2004,Occupancy rate of rooms,7
July,South,70.5,2004,Occupancy rate of rooms,7
July,"West, Westfjords and Southwest to 2007",69.2,2004,Occupancy rate of rooms,7
July,Total,69.0,2004,Occupancy rate of beds,7
July,East,68.3,2004,Occupancy rate of beds,7
July,Capital region,69.9,2004,Occupancy rate of beds,7
July,North,75.7,2004,Occupancy rate of beds,7
July,South,64.7,2004,Occupancy rate of beds,7
July,"West, Westfjords and Southwest to 2007",64.4,2004,Occupancy rate of beds,7
August,Total,74.0,2004,Occupancy rate of rooms,8
August,East,72.9,2004,Occupancy rate of rooms,8
August,Capital region,79.9,2004,Occupancy rate of rooms,8
August,North,70.2,2004,Occupancy rate of rooms,8
August,South,63.0,2004,Occupancy rate of rooms,8
August,"West, Westfjords and Southwest to 2007",65.6,2004,Occupancy rate of rooms,8
August,Total,63.3,2004,Occupancy rate of beds,8
August,East,58.8,2004,Occupancy rate of beds,8
August,Capital region,66.5,2004,Occupancy rate of beds,8
August,North,63.0,2004,Occupancy rate of beds,8
August,South,57.7,2004,Occupancy rate of beds,8
August,"West, Westfjords and Southwest to 2007",57.0,2004,Occupancy rate of beds,8
September,Total,53.0,2004,Occupancy rate of rooms,9
September,East,61.3,2004,Occupancy rate of rooms,9
September,Capital region,63.7,2004,Occupancy rate of rooms,9
September,North,35.8,2004,Occupancy rate of rooms,9
September,South,34.8,2004,Occupancy rate of rooms,9
September,"West, Westfjords and Southwest to 2007",42.3,2004,Occupancy rate of rooms,9
September,Total,39.1,2004,Occupancy rate of beds,9
September,East,41.9,2004,Occupancy rate of beds,9
September,Capital region,45.0,2004,Occupancy rate of beds,9
September,North,29.2,2004,Occupancy rate of beds,9
September,South,29.1,2004,Occupancy rate of beds,9
September,"West, Westfjords and Southwest to 2007",34.3,2004,Occupancy rate of beds,9
October,Total,50.0,2004,Occupancy rate of rooms,10
October,East,50.4,2004,Occupancy rate of rooms,10
October,Capital region,64.9,2004,Occupancy rate of rooms,10
October,North,20.9,2004,Occupancy rate of rooms,10
October,South,29.3,2004,Occupancy rate of rooms,10
October,"West, Westfjords and Southwest to 2007",32.2,2004,Occupancy rate of rooms,10
October,Total,39.6,2004,Occupancy rate of beds,10
October,East,29.4,2004,Occupancy rate of beds,10
October,Capital region,51.1,2004,Occupancy rate of beds,10
October,North,15.4,2004,Occupancy rate of beds,10
October,South,26.4,2004,Occupancy rate of beds,10
October,"West, Westfjords and Southwest to 2007",25.6,2004,Occupancy rate of beds,10
November,Total,34.1,2004,Occupancy rate of rooms,11
November,East,26.3,2004,Occupancy rate of rooms,11
November,Capital region,45.2,2004,Occupancy rate of rooms,11
November,North,14.6,2004,Occupancy rate of rooms,11
November,South,13.5,2004,Occupancy rate of rooms,11
November,"West, Westfjords and Southwest to 2007",30.7,2004,Occupancy rate of rooms,11
November,Total,25.9,2004,Occupancy rate of beds,11
November,East,15.6,2004,Occupancy rate of beds,11
November,Capital region,34.1,2004,Occupancy rate of beds,11
November,North,10.8,2004,Occupancy rate of beds,11
November,South,11.8,2004,Occupancy rate of beds,11
November,"West, Westfjords and Southwest to 2007",23.4,2004,Occupancy rate of beds,11
December,Total,22.2,2004,Occupancy rate of rooms,12
December,East,20.3,2004,Occupancy rate of rooms,12
December,Capital region,29.4,2004,Occupancy rate of rooms,12
December,North,8.3,2004,Occupancy rate of rooms,12
December,South,7.3,2004,Occupancy rate of rooms,12
December,"West, Westfjords and Southwest to 2007",20.8,2004,Occupancy rate of rooms,12
December,Total,18.2,2004,Occupancy rate of beds,12
December,East,11.6,2004,Occupancy rate of beds,12
December,Capital region,24.1,2004,Occupancy rate of beds,12
December,North,6.2,2004,Occupancy rate of beds,12
December,South,7.1,2004,Occupancy rate of beds,12
December,"West, Westfjords and Southwest to 2007",16.5,2004,Occupancy rate of beds,12
January,Total,24.9,2005,Occupancy rate of rooms,1
January,East,26.1,2005,Occupancy rate of rooms,1
January,Capital region,34.5,2005,Occupancy rate of rooms,1
January,North,7.3,2005,Occupancy rate of rooms,1
January,South,7.9,2005,Occupancy rate of rooms,1
January,"West, Westfjords and Southwest to 2007",17.5,2005,Occupancy rate of rooms,1
January,Total,18.8,2005,Occupancy rate of beds,1
January,East,13.9,2005,Occupancy rate of beds,1
January,Capital region,25.9,2005,Occupancy rate of beds,1
January,North,4.9,2005,Occupancy rate of beds,1
January,South,7.8,2005,Occupancy rate of beds,1
January,"West, Westfjords and Southwest to 2007",13.4,2005,Occupancy rate of beds,1
February,Total,38.1,2005,Occupancy rate of rooms,2
February,East,25.5,2005,Occupancy rate of rooms,2
February,Capital region,51.8,2005,Occupancy rate of rooms,2
February,North,18.1,2005,Occupancy rate of rooms,2
February,South,15.7,2005,Occupancy rate of rooms,2
February,"West, Westfjords and Southwest to 2007",24.3,2005,Occupancy rate of rooms,2
February,Total,30.1,2005,Occupancy rate of beds,2
February,East,14.8,2005,Occupancy rate of beds,2
February,Capital region,40.5,2005,Occupancy rate of beds,2
February,North,14.8,2005,Occupancy rate of beds,2
February,South,14.5,2005,Occupancy rate of beds,2
February,"West, Westfjords and Southwest to 2007",19.5,2005,Occupancy rate of beds,2
March,Total,36.4,2005,Occupancy rate of rooms,3
March,East,19.0,2005,Occupancy rate of rooms,3
March,Capital region,50.2,2005,Occupancy rate of rooms,3
March,North,23.9,2005,Occupancy rate of rooms,3
March,South,18.4,2005,Occupancy rate of rooms,3
March,"West, Westfjords and Southwest to 2007",22.9,2005,Occupancy rate of rooms,3
March,Total,29.9,2005,Occupancy rate of beds,3
March,East,11.9,2005,Occupancy rate of beds,3
March,Capital region,40.5,2005,Occupancy rate of beds,3
March,North,18.9,2005,Occupancy rate of beds,3
March,South,17.3,2005,Occupancy rate of beds,3
March,"West, Westfjords and Southwest to 2007",19.8,2005,Occupancy rate of beds,3
April,Total,45.9,2005,Occupancy rate of rooms,4
April,East,35.9,2005,Occupancy rate of rooms,4
April,Capital region,58.5,2005,Occupancy rate of rooms,4
April,North,22.5,2005,Occupancy rate of rooms,4
April,South,31.0,2005,Occupancy rate of rooms,4
April,"West, Westfjords and Southwest to 2007",28.2,2005,Occupancy rate of rooms,4
April,Total,36.0,2005,Occupancy rate of beds,4
April,East,20.7,2005,Occupancy rate of beds,4
April,Capital region,44.4,2005,Occupancy rate of beds,4
April,North,17.9,2005,Occupancy rate of beds,4
April,South,29.8,2005,Occupancy rate of beds,4
April,"West, Westfjords and Southwest to 2007",23.4,2005,Occupancy rate of beds,4
May,Total,50.2,2005,Occupancy rate of rooms,5
May,East,46.9,2005,Occupancy rate of rooms,5
May,Capital region,62.2,2005,Occupancy rate of rooms,5
May,North,32.3,2005,Occupancy rate of rooms,5
May,South,29.2,2005,Occupancy rate of rooms,5
May,"West, Westfjords and Southwest to 2007",39.2,2005,Occupancy rate of rooms,5
May,Total,38.8,2005,Occupancy rate of beds,5
May,East,32.6,2005,Occupancy rate of beds,5
May,Capital region,46.2,2005,Occupancy rate of beds,5
May,North,28.8,2005,Occupancy rate of beds,5
May,South,26.8,2005,Occupancy rate of beds,5
May,"West, Westfjords and Southwest to 2007",31.3,2005,Occupancy rate of beds,5
June,Total,68.9,2005,Occupancy rate of rooms,6
June,East,59.8,2005,Occupancy rate of rooms,6
June,Capital region,79.0,2005,Occupancy rate of rooms,6
June,North,52.4,2005,Occupancy rate of rooms,6
June,South,54.1,2005,Occupancy rate of rooms,6
June,"West, Westfjords and Southwest to 2007",60.5,2005,Occupancy rate of rooms,6
June,Total,54.9,2005,Occupancy rate of beds,6
June,East,46.3,2005,Occupancy rate of beds,6
June,Capital region,61.3,2005,Occupancy rate of beds,6
June,North,45.2,2005,Occupancy rate of beds,6
June,South,45.8,2005,Occupancy rate of beds,6
June,"West, Westfjords and Southwest to 2007",48.9,2005,Occupancy rate of beds,6
July,Total,75.8,2005,Occupancy rate of rooms,7
July,East,78.6,2005,Occupancy rate of rooms,7
July,Capital region,79.0,2005,Occupancy rate of rooms,7
July,North,75.6,2005,Occupancy rate of rooms,7
July,South,68.5,2005,Occupancy rate of rooms,7
July,"West, Westfjords and Southwest to 2007",70.2,2005,Occupancy rate of rooms,7
July,Total,66.5,2005,Occupancy rate of beds,7
July,East,69.5,2005,Occupancy rate of beds,7
July,Capital region,68.0,2005,Occupancy rate of beds,7
July,North,70.2,2005,Occupancy rate of beds,7
July,South,61.9,2005,Occupancy rate of beds,7
July,"West, Westfjords and Southwest to 2007",62.1,2005,Occupancy rate of beds,7
August,Total,77.1,2005,Occupancy rate of rooms,8
